date,MSFT stock,isPartial
2016-06-01,24,False
2016-06-02,22,False
2016-06-03,23,False
2016-06-04,3,False
2016-06-05,7,False
2016-06-06,21,False
2016-06-07,22,False
2016-06-08,25,False
2016-06-09,17,False
2016-06-10,17,False
2016-06-11,6,False
2016-06-12,5,False
2016-06-13,100,False
2016-06-14,69,False
2016-06-15,30,False
2016-06-16,35,False
2016-06-17,27,False
2016-06-18,11,False
2016-06-19,7,False
2016-06-20,33,False
2016-06-21,28,False
2016-06-22,26,False
2016-06-23,39,False
2016-06-24,70,False
2016-06-25,11,False
2016-06-26,4,False
2016-06-27,37,False
2016-06-28,43,False
2016-06-29,45,False
2016-06-30,44,False
