date,FB stock,isPartial
2016-08-01,99,False
2016-08-02,83,False
2016-08-03,86,False
2016-08-04,86,False
2016-08-05,100,False
2016-08-06,22,False
2016-08-07,19,False
2016-08-08,77,False
2016-08-09,88,False
2016-08-10,75,False
2016-08-11,80,False
2016-08-12,63,False
2016-08-13,19,False
2016-08-14,14,False
2016-08-15,78,False
2016-08-16,73,False
2016-08-17,55,False
2016-08-18,65,False
2016-08-19,61,False
2016-08-20,26,False
2016-08-21,16,False
2016-08-22,61,False
2016-08-23,79,False
2016-08-24,63,False
2016-08-25,56,False
2016-08-26,73,False
2016-08-27,19,False
2016-08-28,10,False
2016-08-29,62,False
2016-08-30,75,False
2016-08-31,58,False
