date,HAS stock,isPartial
2017-11-01,55,False
2017-11-02,79,False
2017-11-03,79,False
2017-11-04,37,False
2017-11-05,63,False
2017-11-06,82,False
2017-11-07,81,False
2017-11-08,80,False
2017-11-09,58,False
2017-11-10,52,False
2017-11-11,60,False
2017-11-12,65,False
2017-11-13,90,False
2017-11-14,89,False
2017-11-15,77,False
2017-11-16,82,False
2017-11-17,65,False
2017-11-18,43,False
2017-11-19,56,False
2017-11-20,77,False
2017-11-21,68,False
2017-11-22,56,False
2017-11-23,41,False
2017-11-24,55,False
2017-11-25,52,False
2017-11-26,59,False
2017-11-27,80,False
2017-11-28,91,False
2017-11-29,96,False
2017-11-30,100,False
