date,BA stock,isPartial
2014-11-01,43,False
2014-11-02,41,False
2014-11-03,62,False
2014-11-04,52,False
2014-11-05,87,False
2014-11-06,26,False
2014-11-07,83,False
2014-11-08,41,False
2014-11-09,20,False
2014-11-10,87,False
2014-11-11,44,False
2014-11-12,78,False
2014-11-13,35,False
2014-11-14,82,False
2014-11-15,61,False
2014-11-16,20,False
2014-11-17,69,False
2014-11-18,56,False
2014-11-19,81,False
2014-11-20,71,False
2014-11-21,100,False
2014-11-22,31,False
2014-11-23,20,False
2014-11-24,86,False
2014-11-25,43,False
2014-11-26,87,False
2014-11-27,27,False
2014-11-28,37,False
2014-11-29,20,False
2014-11-30,40,False
