date,MDLZ stock,isPartial
2013-08-01,48,False
2013-08-02,100,False
2013-08-03,0,False
2013-08-04,0,False
2013-08-05,0,False
2013-08-06,47,False
2013-08-07,48,False
2013-08-08,0,False
2013-08-09,0,False
2013-08-10,0,False
2013-08-11,57,False
2013-08-12,0,False
2013-08-13,0,False
2013-08-14,47,False
2013-08-15,0,False
2013-08-16,0,False
2013-08-17,0,False
2013-08-18,56,False
2013-08-19,47,False
2013-08-20,0,False
2013-08-21,46,False
2013-08-22,0,False
2013-08-23,49,False
2013-08-24,0,False
2013-08-25,55,False
2013-08-26,0,False
2013-08-27,45,False
2013-08-28,0,False
2013-08-29,91,False
2013-08-30,48,False
2013-08-31,0,False
