date,EA stock,isPartial
2013-06-01,0,False
2013-06-02,25,False
2013-06-03,46,False
2013-06-04,51,False
2013-06-05,42,False
2013-06-06,23,False
2013-06-07,29,False
2013-06-08,42,False
2013-06-09,25,False
2013-06-10,100,False
2013-06-11,54,False
2013-06-12,37,False
2013-06-13,42,False
2013-06-14,54,False
2013-06-15,0,False
2013-06-16,35,False
2013-06-17,51,False
2013-06-18,32,False
2013-06-19,37,False
2013-06-20,43,False
2013-06-21,53,False
2013-06-22,17,False
2013-06-23,0,False
2013-06-24,35,False
2013-06-25,42,False
2013-06-26,42,False
2013-06-27,35,False
2013-06-28,34,False
2013-06-29,17,False
2013-06-30,17,False
