date,BA stock,isPartial
2019-02-01,74,False
2019-02-02,19,False
2019-02-03,13,False
2019-02-04,70,False
2019-02-05,100,False
2019-02-06,90,False
2019-02-07,75,False
2019-02-08,62,False
2019-02-09,17,False
2019-02-10,9,False
2019-02-11,60,False
2019-02-12,62,False
2019-02-13,71,False
2019-02-14,63,False
2019-02-15,79,False
2019-02-16,19,False
2019-02-17,11,False
2019-02-18,28,False
2019-02-19,62,False
2019-02-20,68,False
2019-02-21,72,False
2019-02-22,59,False
2019-02-23,19,False
2019-02-24,11,False
2019-02-25,65,False
2019-02-26,70,False
2019-02-27,78,False
2019-02-28,99,False
