date,WDC stock,isPartial
2017-12-01,100,False
2017-12-02,28,False
2017-12-03,10,False
2017-12-04,59,False
2017-12-05,71,False
2017-12-06,75,False
2017-12-07,46,False
2017-12-08,73,False
2017-12-09,28,False
2017-12-10,17,False
2017-12-11,71,False
2017-12-12,77,False
2017-12-13,98,False
2017-12-14,54,False
2017-12-15,54,False
2017-12-16,25,False
2017-12-17,14,False
2017-12-18,67,False
2017-12-19,68,False
2017-12-20,78,False
2017-12-21,39,False
2017-12-22,41,False
2017-12-23,29,False
2017-12-24,8,False
2017-12-25,15,False
2017-12-26,44,False
2017-12-27,55,False
2017-12-28,65,False
2017-12-29,40,False
2017-12-30,21,False
2017-12-31,11,False
