date,EBAY stock,isPartial
2018-12-01,43,False
2018-12-02,59,False
2018-12-03,83,False
2018-12-04,92,False
2018-12-05,67,False
2018-12-06,100,False
2018-12-07,98,False
2018-12-08,54,False
2018-12-09,61,False
2018-12-10,70,False
2018-12-11,96,False
2018-12-12,86,False
2018-12-13,90,False
2018-12-14,74,False
2018-12-15,59,False
2018-12-16,42,False
2018-12-17,77,False
2018-12-18,81,False
2018-12-19,78,False
2018-12-20,86,False
2018-12-21,90,False
2018-12-22,49,False
2018-12-23,60,False
2018-12-24,76,False
2018-12-25,53,False
2018-12-26,93,False
2018-12-27,84,False
2018-12-28,70,False
2018-12-29,55,False
2018-12-30,65,False
2018-12-31,71,False
