date,ATVI stock,isPartial
2017-09-01,64,False
2017-09-02,18,False
2017-09-03,16,False
2017-09-04,23,False
2017-09-05,74,False
2017-09-06,74,False
2017-09-07,73,False
2017-09-08,65,False
2017-09-09,14,False
2017-09-10,10,False
2017-09-11,35,False
2017-09-12,53,False
2017-09-13,50,False
2017-09-14,51,False
2017-09-15,89,False
2017-09-16,24,False
2017-09-17,14,False
2017-09-18,71,False
2017-09-19,100,False
2017-09-20,56,False
2017-09-21,69,False
2017-09-22,40,False
2017-09-23,24,False
2017-09-24,10,False
2017-09-25,71,False
2017-09-26,82,False
2017-09-27,62,False
2017-09-28,66,False
2017-09-29,50,False
2017-09-30,21,False
