date,MSFT stock,isPartial
2018-04-01,8,False
2018-04-02,51,False
2018-04-03,46,False
2018-04-04,41,False
2018-04-05,47,False
2018-04-06,40,False
2018-04-07,12,False
2018-04-08,9,False
2018-04-09,39,False
2018-04-10,36,False
2018-04-11,34,False
2018-04-12,35,False
2018-04-13,23,False
2018-04-14,10,False
2018-04-15,6,False
2018-04-16,37,False
2018-04-17,41,False
2018-04-18,42,False
2018-04-19,45,False
2018-04-20,36,False
2018-04-21,8,False
2018-04-22,8,False
2018-04-23,35,False
2018-04-24,40,False
2018-04-25,43,False
2018-04-26,100,False
2018-04-27,93,False
2018-04-28,13,False
2018-04-29,7,False
2018-04-30,42,False
