date,SYMC stock,isPartial
2018-02-01,100,False
2018-02-02,57,False
2018-02-03,62,False
2018-02-04,20,False
2018-02-05,54,False
2018-02-06,66,False
2018-02-07,36,False
2018-02-08,18,False
2018-02-09,44,False
2018-02-10,83,False
2018-02-11,21,False
2018-02-12,31,False
2018-02-13,24,False
2018-02-14,24,False
2018-02-15,37,False
2018-02-16,82,False
2018-02-17,21,False
2018-02-18,0,False
2018-02-19,18,False
2018-02-20,42,False
2018-02-21,48,False
2018-02-22,30,False
2018-02-23,37,False
2018-02-24,0,False
2018-02-25,0,False
2018-02-26,35,False
2018-02-27,53,False
2018-02-28,45,False
