date,MU stock,isPartial
2014-02-01,100,False
2014-02-02,8,False
2014-02-03,28,False
2014-02-04,23,False
2014-02-05,33,False
2014-02-06,42,False
2014-02-07,37,False
2014-02-08,19,False
2014-02-09,12,False
2014-02-10,53,False
2014-02-11,42,False
2014-02-12,75,False
2014-02-13,45,False
2014-02-14,20,False
2014-02-15,17,False
2014-02-16,16,False
2014-02-17,24,False
2014-02-18,46,False
2014-02-19,52,False
2014-02-20,45,False
2014-02-21,56,False
2014-02-22,19,False
2014-02-23,16,False
2014-02-24,35,False
2014-02-25,30,False
2014-02-26,49,False
2014-02-27,26,False
2014-02-28,22,False
