date,CTSH stock,isPartial
2012-06-01,0,False
2012-06-02,0,False
2012-06-03,100,False
2012-06-04,0,False
2012-06-05,0,False
2012-06-06,82,False
2012-06-07,83,False
2012-06-08,86,False
2012-06-09,0,False
2012-06-10,0,False
2012-06-11,80,False
2012-06-12,80,False
2012-06-13,82,False
2012-06-14,83,False
2012-06-15,0,False
2012-06-16,0,False
2012-06-17,0,False
2012-06-18,80,False
2012-06-19,0,False
2012-06-20,82,False
2012-06-21,82,False
2012-06-22,88,False
2012-06-23,0,False
2012-06-24,0,False
2012-06-25,0,False
2012-06-26,82,False
2012-06-27,0,False
2012-06-28,84,False
2012-06-29,0,False
2012-06-30,0,False
