date,KO stock,isPartial
2013-01-01,46,False
2013-01-02,91,False
2013-01-03,53,False
2013-01-04,100,False
2013-01-05,61,False
2013-01-06,41,False
2013-01-07,87,False
2013-01-08,69,False
2013-01-09,94,False
2013-01-10,51,False
2013-01-11,62,False
2013-01-12,40,False
2013-01-13,20,False
2013-01-14,51,False
2013-01-15,67,False
2013-01-16,59,False
2013-01-17,85,False
2013-01-18,18,False
2013-01-19,50,False
2013-01-20,0,False
2013-01-21,33,False
2013-01-22,58,False
2013-01-23,68,False
2013-01-24,34,False
2013-01-25,53,False
2013-01-26,20,False
2013-01-27,0,False
2013-01-28,66,False
2013-01-29,82,False
2013-01-30,50,False
2013-01-31,50,False
