date,FB stock,isPartial
2014-07-01,27,False
2014-07-02,27,False
2014-07-03,26,False
2014-07-04,9,False
2014-07-05,8,False
2014-07-06,5,False
2014-07-07,24,False
2014-07-08,21,False
2014-07-09,22,False
2014-07-10,27,False
2014-07-11,23,False
2014-07-12,10,False
2014-07-13,7,False
2014-07-14,23,False
2014-07-15,27,False
2014-07-16,23,False
2014-07-17,24,False
2014-07-18,20,False
2014-07-19,11,False
2014-07-20,8,False
2014-07-21,21,False
2014-07-22,34,False
2014-07-23,56,False
2014-07-24,100,False
2014-07-25,50,False
2014-07-26,20,False
2014-07-27,10,False
2014-07-28,36,False
2014-07-29,30,False
2014-07-30,37,False
2014-07-31,38,False
