date,AAPL stock,isPartial
2018-03-01,79,False
2018-03-02,70,False
2018-03-03,17,False
2018-03-04,7,False
2018-03-05,73,False
2018-03-06,70,False
2018-03-07,66,False
2018-03-08,62,False
2018-03-09,71,False
2018-03-10,18,False
2018-03-11,12,False
2018-03-12,72,False
2018-03-13,72,False
2018-03-14,64,False
2018-03-15,54,False
2018-03-16,54,False
2018-03-17,15,False
2018-03-18,8,False
2018-03-19,65,False
2018-03-20,76,False
2018-03-21,74,False
2018-03-22,79,False
2018-03-23,73,False
2018-03-24,20,False
2018-03-25,14,False
2018-03-26,84,False
2018-03-27,99,False
2018-03-28,100,False
2018-03-29,81,False
2018-03-30,39,False
2018-03-31,12,False
