date,HD stock,isPartial
2012-02-01,74,False
2012-02-02,52,False
2012-02-03,85,False
2012-02-04,98,False
2012-02-05,35,False
2012-02-06,59,False
2012-02-07,74,False
2012-02-08,44,False
2012-02-09,74,False
2012-02-10,62,False
2012-02-11,71,False
2012-02-12,69,False
2012-02-13,94,False
2012-02-14,74,False
2012-02-15,90,False
2012-02-16,75,False
2012-02-17,62,False
2012-02-18,45,False
2012-02-19,45,False
2012-02-20,84,False
2012-02-21,77,False
2012-02-22,97,False
2012-02-23,97,False
2012-02-24,100,False
2012-02-25,27,False
2012-02-26,79,False
2012-02-27,65,False
2012-02-28,65,False
2012-02-29,95,False
