date,PFE stock,isPartial
2014-08-01,64,False
2014-08-02,15,False
2014-08-03,0,False
2014-08-04,42,False
2014-08-05,24,False
2014-08-06,31,False
2014-08-07,35,False
2014-08-08,83,False
2014-08-09,29,False
2014-08-10,14,False
2014-08-11,36,False
2014-08-12,24,False
2014-08-13,24,False
2014-08-14,37,False
2014-08-15,33,False
2014-08-16,0,False
2014-08-17,14,False
2014-08-18,18,False
2014-08-19,24,False
2014-08-20,59,False
2014-08-21,36,False
2014-08-22,100,False
2014-08-23,14,False
2014-08-24,14,False
2014-08-25,29,False
2014-08-26,41,False
2014-08-27,47,False
2014-08-28,24,False
2014-08-29,12,False
2014-08-30,14,False
2014-08-31,0,False
