date,COST stock,isPartial
2013-06-01,52,False
2013-06-02,33,False
2013-06-03,77,False
2013-06-04,69,False
2013-06-05,96,False
2013-06-06,69,False
2013-06-07,66,False
2013-06-08,55,False
2013-06-09,69,False
2013-06-10,72,False
2013-06-11,100,False
2013-06-12,66,False
2013-06-13,62,False
2013-06-14,58,False
2013-06-15,55,False
2013-06-16,78,False
2013-06-17,73,False
2013-06-18,78,False
2013-06-19,91,False
2013-06-20,63,False
2013-06-21,82,False
2013-06-22,45,False
2013-06-23,56,False
2013-06-24,78,False
2013-06-25,76,False
2013-06-26,72,False
2013-06-27,93,False
2013-06-28,53,False
2013-06-29,62,False
2013-06-30,57,False
