date,EXPE stock,isPartial
2017-12-01,35,False
2017-12-02,0,False
2017-12-03,0,False
2017-12-04,78,False
2017-12-05,67,False
2017-12-06,68,False
2017-12-07,80,False
2017-12-08,36,False
2017-12-09,40,False
2017-12-10,0,False
2017-12-11,100,False
2017-12-12,50,False
2017-12-13,51,False
2017-12-14,46,False
2017-12-15,71,False
2017-12-16,80,False
2017-12-17,0,False
2017-12-18,34,False
2017-12-19,35,False
2017-12-20,89,False
2017-12-21,36,False
2017-12-22,58,False
2017-12-23,41,False
2017-12-24,44,False
2017-12-25,0,False
2017-12-26,39,False
2017-12-27,73,False
2017-12-28,37,False
2017-12-29,63,False
2017-12-30,40,False
2017-12-31,0,False
