date,PHG stock,isPartial
2018-11-01,100,False
2018-11-02,33,False
2018-11-03,0,False
2018-11-04,35,False
2018-11-05,30,False
2018-11-06,31,False
2018-11-07,46,False
2018-11-08,31,False
2018-11-09,67,False
2018-11-10,36,False
2018-11-11,0,False
2018-11-12,32,False
2018-11-13,31,False
2018-11-14,32,False
2018-11-15,32,False
2018-11-16,33,False
2018-11-17,0,False
2018-11-18,0,False
2018-11-19,32,False
2018-11-20,0,False
2018-11-21,0,False
2018-11-22,0,False
2018-11-23,33,False
2018-11-24,0,False
2018-11-25,0,False
2018-11-26,30,False
2018-11-27,0,False
2018-11-28,31,False
2018-11-29,48,False
2018-11-30,0,False
