date,EBAY stock,isPartial
2014-08-01,80,False
2014-08-02,61,False
2014-08-03,84,False
2014-08-04,54,False
2014-08-05,50,False
2014-08-06,69,False
2014-08-07,90,False
2014-08-08,66,False
2014-08-09,55,False
2014-08-10,62,False
2014-08-11,62,False
2014-08-12,81,False
2014-08-13,60,False
2014-08-14,62,False
2014-08-15,73,False
2014-08-16,71,False
2014-08-17,68,False
2014-08-18,69,False
2014-08-19,75,False
2014-08-20,79,False
2014-08-21,86,False
2014-08-22,100,False
2014-08-23,59,False
2014-08-24,64,False
2014-08-25,70,False
2014-08-26,73,False
2014-08-27,59,False
2014-08-28,74,False
2014-08-29,88,False
2014-08-30,55,False
2014-08-31,52,False
