date,ODP stock,isPartial
2016-09-01,33,False
2016-09-02,0,False
2016-09-03,38,False
2016-09-04,0,False
2016-09-05,0,False
2016-09-06,0,False
2016-09-07,33,False
2016-09-08,100,False
2016-09-09,34,False
2016-09-10,0,False
2016-09-11,38,False
2016-09-12,0,False
2016-09-13,33,False
2016-09-14,0,False
2016-09-15,33,False
2016-09-16,34,False
2016-09-17,0,False
2016-09-18,0,False
2016-09-19,32,False
2016-09-20,64,False
2016-09-21,65,False
2016-09-22,33,False
2016-09-23,34,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,0,False
2016-09-27,32,False
2016-09-28,33,False
2016-09-29,32,False
2016-09-30,33,False
