date,SBUX stock,isPartial
2015-12-01,70,False
2015-12-02,64,False
2015-12-03,91,False
2015-12-04,71,False
2015-12-05,37,False
2015-12-06,25,False
2015-12-07,59,False
2015-12-08,100,False
2015-12-09,90,False
2015-12-10,85,False
2015-12-11,65,False
2015-12-12,26,False
2015-12-13,22,False
2015-12-14,64,False
2015-12-15,76,False
2015-12-16,97,False
2015-12-17,72,False
2015-12-18,66,False
2015-12-19,35,False
2015-12-20,19,False
2015-12-21,56,False
2015-12-22,61,False
2015-12-23,46,False
2015-12-24,60,False
2015-12-25,13,False
2015-12-26,12,False
2015-12-27,15,False
2015-12-28,54,False
2015-12-29,71,False
2015-12-30,56,False
2015-12-31,46,False
