date,INTC stock,isPartial
2019-01-01,13,False
2019-01-02,22,False
2019-01-03,26,False
2019-01-04,21,False
2019-01-05,17,False
2019-01-06,5,False
2019-01-07,20,False
2019-01-08,32,False
2019-01-09,28,False
2019-01-10,24,False
2019-01-11,29,False
2019-01-12,3,False
2019-01-13,1,False
2019-01-14,18,False
2019-01-15,22,False
2019-01-16,29,False
2019-01-17,24,False
2019-01-18,27,False
2019-01-19,16,False
2019-01-20,9,False
2019-01-21,4,False
2019-01-22,25,False
2019-01-23,26,False
2019-01-24,70,False
2019-01-25,100,False
2019-01-26,10,False
2019-01-27,10,False
2019-01-28,21,False
2019-01-29,35,False
2019-01-30,27,False
2019-01-31,39,False
