date,SYMC stock,isPartial
2014-12-01,79,False
2014-12-02,39,False
2014-12-03,40,False
2014-12-04,80,False
2014-12-05,42,False
2014-12-06,0,False
2014-12-07,0,False
2014-12-08,82,False
2014-12-09,40,False
2014-12-10,0,False
2014-12-11,41,False
2014-12-12,43,False
2014-12-13,48,False
2014-12-14,48,False
2014-12-15,54,False
2014-12-16,41,False
2014-12-17,0,False
2014-12-18,64,False
2014-12-19,0,False
2014-12-20,0,False
2014-12-21,50,False
2014-12-22,0,False
2014-12-23,89,False
2014-12-24,100,False
2014-12-25,0,False
2014-12-26,72,False
2014-12-27,0,False
2014-12-28,0,False
2014-12-29,86,False
2014-12-30,0,False
2014-12-31,74,False
