date,DIS stock,isPartial
2015-06-01,50,False
2015-06-02,13,False
2015-06-03,45,False
2015-06-04,40,False
2015-06-05,61,False
2015-06-06,15,False
2015-06-07,23,False
2015-06-08,38,False
2015-06-09,38,False
2015-06-10,63,False
2015-06-11,51,False
2015-06-12,27,False
2015-06-13,8,False
2015-06-14,15,False
2015-06-15,31,False
2015-06-16,50,False
2015-06-17,75,False
2015-06-18,45,False
2015-06-19,100,False
2015-06-20,23,False
2015-06-21,23,False
2015-06-22,38,False
2015-06-23,56,False
2015-06-24,57,False
2015-06-25,77,False
2015-06-26,67,False
2015-06-27,8,False
2015-06-28,8,False
2015-06-29,77,False
2015-06-30,44,False
