date,WDC stock,isPartial
2013-12-01,81,False
2013-12-02,47,False
2013-12-03,71,False
2013-12-04,54,False
2013-12-05,49,False
2013-12-06,76,False
2013-12-07,0,False
2013-12-08,43,False
2013-12-09,48,False
2013-12-10,60,False
2013-12-11,92,False
2013-12-12,74,False
2013-12-13,90,False
2013-12-14,89,False
2013-12-15,43,False
2013-12-16,49,False
2013-12-17,87,False
2013-12-18,100,False
2013-12-19,64,False
2013-12-20,40,False
2013-12-21,0,False
2013-12-22,69,False
2013-12-23,95,False
2013-12-24,67,False
2013-12-25,74,False
2013-12-26,84,False
2013-12-27,54,False
2013-12-28,0,False
2013-12-29,45,False
2013-12-30,53,False
2013-12-31,45,False
