date,KO stock,isPartial
2015-08-01,18,False
2015-08-02,27,False
2015-08-03,53,False
2015-08-04,45,False
2015-08-05,30,False
2015-08-06,46,False
2015-08-07,80,False
2015-08-08,18,False
2015-08-09,9,False
2015-08-10,15,False
2015-08-11,15,False
2015-08-12,30,False
2015-08-13,54,False
2015-08-14,24,False
2015-08-15,63,False
2015-08-16,9,False
2015-08-17,52,False
2015-08-18,30,False
2015-08-19,22,False
2015-08-20,68,False
2015-08-21,85,False
2015-08-22,36,False
2015-08-23,9,False
2015-08-24,100,False
2015-08-25,80,False
2015-08-26,66,False
2015-08-27,67,False
2015-08-28,93,False
2015-08-29,26,False
2015-08-30,17,False
2015-08-31,43,False
