date,MU stock,isPartial
2013-10-01,44,False
2013-10-02,41,False
2013-10-03,38,False
2013-10-04,53,False
2013-10-05,24,False
2013-10-06,0,False
2013-10-07,44,False
2013-10-08,67,False
2013-10-09,65,False
2013-10-10,100,False
2013-10-11,61,False
2013-10-12,33,False
2013-10-13,20,False
2013-10-14,55,False
2013-10-15,58,False
2013-10-16,38,False
2013-10-17,49,False
2013-10-18,25,False
2013-10-19,32,False
2013-10-20,12,False
2013-10-21,57,False
2013-10-22,53,False
2013-10-23,33,False
2013-10-24,27,False
2013-10-25,32,False
2013-10-26,76,False
2013-10-27,12,False
2013-10-28,43,False
2013-10-29,40,False
2013-10-30,30,False
2013-10-31,35,False
