date,AAPL stock,isPartial
2017-09-01,37,False
2017-09-02,12,False
2017-09-03,3,False
2017-09-04,9,False
2017-09-05,31,False
2017-09-06,34,False
2017-09-07,37,False
2017-09-08,30,False
2017-09-09,7,False
2017-09-10,7,False
2017-09-11,36,False
2017-09-12,100,False
2017-09-13,70,False
2017-09-14,54,False
2017-09-15,45,False
2017-09-16,11,False
2017-09-17,6,False
2017-09-18,45,False
2017-09-19,40,False
2017-09-20,52,False
2017-09-21,46,False
2017-09-22,57,False
2017-09-23,8,False
2017-09-24,8,False
2017-09-25,44,False
2017-09-26,51,False
2017-09-27,47,False
2017-09-28,39,False
2017-09-29,32,False
2017-09-30,13,False
