date,TXN stock,isPartial
2014-03-01,0,False
2014-03-02,27,False
2014-03-03,0,False
2014-03-04,24,False
2014-03-05,48,False
2014-03-06,36,False
2014-03-07,100,False
2014-03-08,0,False
2014-03-09,0,False
2014-03-10,24,False
2014-03-11,23,False
2014-03-12,24,False
2014-03-13,24,False
2014-03-14,37,False
2014-03-15,28,False
2014-03-16,0,False
2014-03-17,0,False
2014-03-18,0,False
2014-03-19,0,False
2014-03-20,48,False
2014-03-21,49,False
2014-03-22,0,False
2014-03-23,27,False
2014-03-24,23,False
2014-03-25,23,False
2014-03-26,23,False
2014-03-27,24,False
2014-03-28,24,False
2014-03-29,0,False
2014-03-30,27,False
2014-03-31,0,False
