date,BA stock,isPartial
2014-03-01,26,False
2014-03-02,39,False
2014-03-03,67,False
2014-03-04,91,False
2014-03-05,67,False
2014-03-06,45,False
2014-03-07,94,False
2014-03-08,39,False
2014-03-09,20,False
2014-03-10,100,False
2014-03-11,60,False
2014-03-12,78,False
2014-03-13,73,False
2014-03-14,52,False
2014-03-15,27,False
2014-03-16,26,False
2014-03-17,33,False
2014-03-18,33,False
2014-03-19,61,False
2014-03-20,34,False
2014-03-21,64,False
2014-03-22,33,False
2014-03-23,0,False
2014-03-24,33,False
2014-03-25,87,False
2014-03-26,44,False
2014-03-27,39,False
2014-03-28,63,False
2014-03-29,26,False
2014-03-30,13,False
2014-03-31,33,False
