date,TSLA stock,isPartial
2017-04-01,6,False
2017-04-02,14,False
2017-04-03,96,False
2017-04-04,100,False
2017-04-05,70,False
2017-04-06,60,False
2017-04-07,51,False
2017-04-08,12,False
2017-04-09,9,False
2017-04-10,76,False
2017-04-11,72,False
2017-04-12,54,False
2017-04-13,68,False
2017-04-14,30,False
2017-04-15,14,False
2017-04-16,7,False
2017-04-17,41,False
2017-04-18,47,False
2017-04-19,42,False
2017-04-20,46,False
2017-04-21,44,False
2017-04-22,10,False
2017-04-23,6,False
2017-04-24,47,False
2017-04-25,45,False
2017-04-26,35,False
2017-04-27,46,False
2017-04-28,41,False
2017-04-29,13,False
2017-04-30,5,False
