date,COST stock,isPartial
2015-05-01,73,False
2015-05-02,47,False
2015-05-03,53,False
2015-05-04,100,False
2015-05-05,73,False
2015-05-06,56,False
2015-05-07,63,False
2015-05-08,85,False
2015-05-09,54,False
2015-05-10,33,False
2015-05-11,67,False
2015-05-12,57,False
2015-05-13,62,False
2015-05-14,67,False
2015-05-15,62,False
2015-05-16,30,False
2015-05-17,34,False
2015-05-18,61,False
2015-05-19,60,False
2015-05-20,61,False
2015-05-21,49,False
2015-05-22,49,False
2015-05-23,53,False
2015-05-24,29,False
2015-05-25,44,False
2015-05-26,61,False
2015-05-27,56,False
2015-05-28,73,False
2015-05-29,47,False
2015-05-30,36,False
2015-05-31,30,False
