date,TWTR stock,isPartial
2017-04-01,8,False
2017-04-02,10,False
2017-04-03,31,False
2017-04-04,27,False
2017-04-05,26,False
2017-04-06,27,False
2017-04-07,34,False
2017-04-08,5,False
2017-04-09,7,False
2017-04-10,24,False
2017-04-11,29,False
2017-04-12,31,False
2017-04-13,26,False
2017-04-14,8,False
2017-04-15,2,False
2017-04-16,7,False
2017-04-17,27,False
2017-04-18,20,False
2017-04-19,24,False
2017-04-20,18,False
2017-04-21,30,False
2017-04-22,8,False
2017-04-23,3,False
2017-04-24,33,False
2017-04-25,38,False
2017-04-26,100,False
2017-04-27,72,False
2017-04-28,33,False
2017-04-29,12,False
2017-04-30,5,False
