date,MAT stock,isPartial
2018-10-01,24,False
2018-10-02,24,False
2018-10-03,61,False
2018-10-04,0,False
2018-10-05,90,False
2018-10-06,43,False
2018-10-07,27,False
2018-10-08,62,False
2018-10-09,83,False
2018-10-10,25,False
2018-10-11,63,False
2018-10-12,52,False
2018-10-13,29,False
2018-10-14,29,False
2018-10-15,100,False
2018-10-16,62,False
2018-10-17,75,False
2018-10-18,38,False
2018-10-19,0,False
2018-10-20,29,False
2018-10-21,28,False
2018-10-22,37,False
2018-10-23,49,False
2018-10-24,24,False
2018-10-25,99,False
2018-10-26,91,False
2018-10-27,55,False
2018-10-28,27,False
2018-10-29,71,False
2018-10-30,24,False
2018-10-31,63,False
