date,MAT stock,isPartial
2012-10-01,0,False
2012-10-02,42,False
2012-10-03,43,False
2012-10-04,41,False
2012-10-05,87,False
2012-10-06,0,False
2012-10-07,0,False
2012-10-08,40,False
2012-10-09,0,False
2012-10-10,81,False
2012-10-11,41,False
2012-10-12,43,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,40,False
2012-10-16,100,False
2012-10-17,60,False
2012-10-18,61,False
2012-10-19,64,False
2012-10-20,0,False
2012-10-21,48,False
2012-10-22,40,False
2012-10-23,0,False
2012-10-24,0,False
2012-10-25,0,False
2012-10-26,0,False
2012-10-27,0,False
2012-10-28,47,False
2012-10-29,0,False
2012-10-30,39,False
2012-10-31,41,False
