date,ATVI stock,isPartial
2017-04-01,31,False
2017-04-02,28,False
2017-04-03,82,False
2017-04-04,53,False
2017-04-05,70,False
2017-04-06,90,False
2017-04-07,61,False
2017-04-08,35,False
2017-04-09,42,False
2017-04-10,42,False
2017-04-11,45,False
2017-04-12,43,False
2017-04-13,51,False
2017-04-14,61,False
2017-04-15,21,False
2017-04-16,0,False
2017-04-17,31,False
2017-04-18,64,False
2017-04-19,35,False
2017-04-20,59,False
2017-04-21,44,False
2017-04-22,20,False
2017-04-23,0,False
2017-04-24,88,False
2017-04-25,100,False
2017-04-26,87,False
2017-04-27,30,False
2017-04-28,68,False
2017-04-29,93,False
2017-04-30,42,False
