date,CTSH stock,isPartial
2017-03-01,100,False
2017-03-02,61,False
2017-03-03,73,False
2017-03-04,18,False
2017-03-05,27,False
2017-03-06,76,False
2017-03-07,30,False
2017-03-08,47,False
2017-03-09,86,False
2017-03-10,58,False
2017-03-11,27,False
2017-03-12,0,False
2017-03-13,74,False
2017-03-14,95,False
2017-03-15,80,False
2017-03-16,81,False
2017-03-17,75,False
2017-03-18,37,False
2017-03-19,18,False
2017-03-20,32,False
2017-03-21,48,False
2017-03-22,63,False
2017-03-23,48,False
2017-03-24,41,False
2017-03-25,19,False
2017-03-26,0,False
2017-03-27,48,False
2017-03-28,40,False
2017-03-29,16,False
2017-03-30,25,False
2017-03-31,42,False
