date,FB stock,isPartial
2012-12-01,27,False
2012-12-02,27,False
2012-12-03,83,False
2012-12-04,64,False
2012-12-05,65,False
2012-12-06,66,False
2012-12-07,81,False
2012-12-08,21,False
2012-12-09,30,False
2012-12-10,61,False
2012-12-11,73,False
2012-12-12,80,False
2012-12-13,60,False
2012-12-14,77,False
2012-12-15,37,False
2012-12-16,20,False
2012-12-17,79,False
2012-12-18,74,False
2012-12-19,67,False
2012-12-20,59,False
2012-12-21,100,False
2012-12-22,21,False
2012-12-23,7,False
2012-12-24,28,False
2012-12-25,23,False
2012-12-26,39,False
2012-12-27,58,False
2012-12-28,50,False
2012-12-29,24,False
2012-12-30,31,False
2012-12-31,73,False
