date,NVDA stock,isPartial
2017-06-01,32,False
2017-06-02,30,False
2017-06-03,6,False
2017-06-04,4,False
2017-06-05,35,False
2017-06-06,35,False
2017-06-07,35,False
2017-06-08,67,False
2017-06-09,100,False
2017-06-10,17,False
2017-06-11,7,False
2017-06-12,59,False
2017-06-13,58,False
2017-06-14,61,False
2017-06-15,47,False
2017-06-16,46,False
2017-06-17,8,False
2017-06-18,5,False
2017-06-19,42,False
2017-06-20,45,False
2017-06-21,46,False
2017-06-22,36,False
2017-06-23,37,False
2017-06-24,9,False
2017-06-25,5,False
2017-06-26,37,False
2017-06-27,36,False
2017-06-28,37,False
2017-06-29,41,False
2017-06-30,38,False
