date,FB stock,isPartial
2016-01-01,5,False
2016-01-02,7,False
2016-01-03,5,False
2016-01-04,22,False
2016-01-05,29,False
2016-01-06,22,False
2016-01-07,28,False
2016-01-08,31,False
2016-01-09,7,False
2016-01-10,6,False
2016-01-11,20,False
2016-01-12,20,False
2016-01-13,24,False
2016-01-14,29,False
2016-01-15,29,False
2016-01-16,9,False
2016-01-17,6,False
2016-01-18,9,False
2016-01-19,23,False
2016-01-20,28,False
2016-01-21,25,False
2016-01-22,22,False
2016-01-23,10,False
2016-01-24,5,False
2016-01-25,16,False
2016-01-26,22,False
2016-01-27,52,False
2016-01-28,100,False
2016-01-29,55,False
2016-01-30,15,False
2016-01-31,8,False
