date,SBUX stock,isPartial
2016-12-01,88,False
2016-12-02,100,False
2016-12-03,13,False
2016-12-04,10,False
2016-12-05,53,False
2016-12-06,41,False
2016-12-07,71,False
2016-12-08,77,False
2016-12-09,51,False
2016-12-10,16,False
2016-12-11,5,False
2016-12-12,37,False
2016-12-13,44,False
2016-12-14,29,False
2016-12-15,41,False
2016-12-16,38,False
2016-12-17,11,False
2016-12-18,5,False
2016-12-19,23,False
2016-12-20,26,False
2016-12-21,33,False
2016-12-22,19,False
2016-12-23,40,False
2016-12-24,11,False
2016-12-25,9,False
2016-12-26,13,False
2016-12-27,33,False
2016-12-28,29,False
2016-12-29,24,False
2016-12-30,25,False
2016-12-31,22,False
