date,WDC stock,isPartial
2018-03-01,47,False
2018-03-02,37,False
2018-03-03,15,False
2018-03-04,5,False
2018-03-05,32,False
2018-03-06,77,False
2018-03-07,92,False
2018-03-08,61,False
2018-03-09,100,False
2018-03-10,23,False
2018-03-11,25,False
2018-03-12,50,False
2018-03-13,82,False
2018-03-14,54,False
2018-03-15,55,False
2018-03-16,73,False
2018-03-17,20,False
2018-03-18,19,False
2018-03-19,57,False
2018-03-20,54,False
2018-03-21,59,False
2018-03-22,41,False
2018-03-23,62,False
2018-03-24,15,False
2018-03-25,8,False
2018-03-26,58,False
2018-03-27,45,False
2018-03-28,39,False
2018-03-29,53,False
2018-03-30,25,False
2018-03-31,14,False
