date,EXPE stock,isPartial
2016-02-01,13,False
2016-02-02,12,False
2016-02-03,12,False
2016-02-04,13,False
2016-02-05,26,False
2016-02-06,0,False
2016-02-07,14,False
2016-02-08,25,False
2016-02-09,13,False
2016-02-10,100,False
2016-02-11,44,False
2016-02-12,26,False
2016-02-13,14,False
2016-02-14,14,False
2016-02-15,13,False
2016-02-16,12,False
2016-02-17,12,False
2016-02-18,12,False
2016-02-19,19,False
2016-02-20,14,False
2016-02-21,0,False
2016-02-22,12,False
2016-02-23,12,False
2016-02-24,37,False
2016-02-25,19,False
2016-02-26,26,False
2016-02-27,0,False
2016-02-28,0,False
2016-02-29,24,False
