date,MSFT stock,isPartial
2016-05-01,24,False
2016-05-02,71,False
2016-05-03,64,False
2016-05-04,65,False
2016-05-05,68,False
2016-05-06,62,False
2016-05-07,13,False
2016-05-08,11,False
2016-05-09,59,False
2016-05-10,58,False
2016-05-11,72,False
2016-05-12,68,False
2016-05-13,46,False
2016-05-14,29,False
2016-05-15,14,False
2016-05-16,54,False
2016-05-17,58,False
2016-05-18,61,False
2016-05-19,47,False
2016-05-20,63,False
2016-05-21,15,False
2016-05-22,8,False
2016-05-23,52,False
2016-05-24,46,False
2016-05-25,100,False
2016-05-26,56,False
2016-05-27,61,False
2016-05-28,24,False
2016-05-29,8,False
2016-05-30,10,False
2016-05-31,50,False
