date,AAPL stock,isPartial
2018-07-01,2,False
2018-07-02,16,False
2018-07-03,19,False
2018-07-04,6,False
2018-07-05,20,False
2018-07-06,20,False
2018-07-07,5,False
2018-07-08,2,False
2018-07-09,20,False
2018-07-10,23,False
2018-07-11,18,False
2018-07-12,25,False
2018-07-13,23,False
2018-07-14,4,False
2018-07-15,3,False
2018-07-16,19,False
2018-07-17,24,False
2018-07-18,19,False
2018-07-19,24,False
2018-07-20,22,False
2018-07-21,4,False
2018-07-22,2,False
2018-07-23,20,False
2018-07-24,21,False
2018-07-25,25,False
2018-07-26,43,False
2018-07-27,36,False
2018-07-28,7,False
2018-07-29,4,False
2018-07-30,36,False
2018-07-31,100,False
