date,EA stock,isPartial
2013-04-01,50,False
2013-04-02,47,False
2013-04-03,90,False
2013-04-04,48,False
2013-04-05,33,False
2013-04-06,45,False
2013-04-07,28,False
2013-04-08,26,False
2013-04-09,100,False
2013-04-10,74,False
2013-04-11,32,False
2013-04-12,50,False
2013-04-13,32,False
2013-04-14,38,False
2013-04-15,48,False
2013-04-16,32,False
2013-04-17,48,False
2013-04-18,43,False
2013-04-19,28,False
2013-04-20,19,False
2013-04-21,19,False
2013-04-22,37,False
2013-04-23,58,False
2013-04-24,40,False
2013-04-25,82,False
2013-04-26,61,False
2013-04-27,57,False
2013-04-28,19,False
2013-04-29,24,False
2013-04-30,24,False
