date,AAPL stock,isPartial
2012-05-01,77,False
2012-05-02,63,False
2012-05-03,44,False
2012-05-04,55,False
2012-05-05,25,False
2012-05-06,4,False
2012-05-07,56,False
2012-05-08,47,False
2012-05-09,53,False
2012-05-10,47,False
2012-05-11,63,False
2012-05-12,37,False
2012-05-13,9,False
2012-05-14,31,False
2012-05-15,51,False
2012-05-16,64,False
2012-05-17,69,False
2012-05-18,100,False
2012-05-19,26,False
2012-05-20,11,False
2012-05-21,94,False
2012-05-22,93,False
2012-05-23,80,False
2012-05-24,74,False
2012-05-25,57,False
2012-05-26,15,False
2012-05-27,17,False
2012-05-28,20,False
2012-05-29,62,False
2012-05-30,60,False
2012-05-31,55,False
