date,MCD stock,isPartial
2012-07-01,0,False
2012-07-02,21,False
2012-07-03,83,False
2012-07-04,43,False
2012-07-05,22,False
2012-07-06,66,False
2012-07-07,26,False
2012-07-08,0,False
2012-07-09,42,False
2012-07-10,31,False
2012-07-11,63,False
2012-07-12,32,False
2012-07-13,44,False
2012-07-14,52,False
2012-07-15,26,False
2012-07-16,0,False
2012-07-17,31,False
2012-07-18,62,False
2012-07-19,32,False
2012-07-20,22,False
2012-07-21,0,False
2012-07-22,0,False
2012-07-23,84,False
2012-07-24,42,False
2012-07-25,84,False
2012-07-26,43,False
2012-07-27,100,False
2012-07-28,0,False
2012-07-29,26,False
2012-07-30,0,False
2012-07-31,21,False
