date,MU stock,isPartial
2014-12-01,32,False
2014-12-02,100,False
2014-12-03,62,False
2014-12-04,35,False
2014-12-05,37,False
2014-12-06,13,False
2014-12-07,9,False
2014-12-08,30,False
2014-12-09,35,False
2014-12-10,17,False
2014-12-11,25,False
2014-12-12,24,False
2014-12-13,30,False
2014-12-14,9,False
2014-12-15,35,False
2014-12-16,35,False
2014-12-17,36,False
2014-12-18,40,False
2014-12-19,30,False
2014-12-20,19,False
2014-12-21,0,False
2014-12-22,24,False
2014-12-23,36,False
2014-12-24,34,False
2014-12-25,20,False
2014-12-26,27,False
2014-12-27,24,False
2014-12-28,24,False
2014-12-29,37,False
2014-12-30,27,False
2014-12-31,45,False
