date,CTSH stock,isPartial
2017-12-01,43,False
2017-12-02,21,False
2017-12-03,20,False
2017-12-04,88,False
2017-12-05,53,False
2017-12-06,84,False
2017-12-07,73,False
2017-12-08,69,False
2017-12-09,42,False
2017-12-10,20,False
2017-12-11,59,False
2017-12-12,71,False
2017-12-13,62,False
2017-12-14,72,False
2017-12-15,100,False
2017-12-16,42,False
2017-12-17,21,False
2017-12-18,45,False
2017-12-19,37,False
2017-12-20,56,False
2017-12-21,32,False
2017-12-22,40,False
2017-12-23,44,False
2017-12-24,0,False
2017-12-25,23,False
2017-12-26,74,False
2017-12-27,51,False
2017-12-28,45,False
2017-12-29,53,False
2017-12-30,21,False
2017-12-31,22,False
