date,EXPE stock,isPartial
2013-09-01,0,False
2013-09-02,52,False
2013-09-03,50,False
2013-09-04,51,False
2013-09-05,51,False
2013-09-06,0,False
2013-09-07,0,False
2013-09-08,0,False
2013-09-09,0,False
2013-09-10,49,False
2013-09-11,50,False
2013-09-12,0,False
2013-09-13,52,False
2013-09-14,0,False
2013-09-15,0,False
2013-09-16,0,False
2013-09-17,0,False
2013-09-18,100,False
2013-09-19,0,False
2013-09-20,0,False
2013-09-21,0,False
2013-09-22,59,False
2013-09-23,0,False
2013-09-24,0,False
2013-09-25,50,False
2013-09-26,0,False
2013-09-27,0,False
2013-09-28,0,False
2013-09-29,0,False
2013-09-30,0,False
