date,DIS stock,isPartial
2012-12-01,29,False
2012-12-02,57,False
2012-12-03,24,False
2012-12-04,48,False
2012-12-05,61,False
2012-12-06,100,False
2012-12-07,77,False
2012-12-08,30,False
2012-12-09,0,False
2012-12-10,48,False
2012-12-11,60,False
2012-12-12,62,False
2012-12-13,37,False
2012-12-14,38,False
2012-12-15,29,False
2012-12-16,29,False
2012-12-17,37,False
2012-12-18,25,False
2012-12-19,25,False
2012-12-20,76,False
2012-12-21,27,False
2012-12-22,30,False
2012-12-23,31,False
2012-12-24,31,False
2012-12-25,33,False
2012-12-26,28,False
2012-12-27,27,False
2012-12-28,41,False
2012-12-29,0,False
2012-12-30,60,False
2012-12-31,75,False
