date,WDC stock,isPartial
2016-01-01,24,False
2016-01-02,0,False
2016-01-03,21,False
2016-01-04,55,False
2016-01-05,28,False
2016-01-06,37,False
2016-01-07,46,False
2016-01-08,28,False
2016-01-09,0,False
2016-01-10,20,False
2016-01-11,36,False
2016-01-12,62,False
2016-01-13,27,False
2016-01-14,80,False
2016-01-15,75,False
2016-01-16,21,False
2016-01-17,40,False
2016-01-18,36,False
2016-01-19,27,False
2016-01-20,27,False
2016-01-21,37,False
2016-01-22,75,False
2016-01-23,0,False
2016-01-24,0,False
2016-01-25,36,False
2016-01-26,63,False
2016-01-27,36,False
2016-01-28,100,False
2016-01-29,66,False
2016-01-30,42,False
2016-01-31,0,False
