date,TXN stock,isPartial
2017-03-01,98,False
2017-03-02,80,False
2017-03-03,47,False
2017-03-04,21,False
2017-03-05,0,False
2017-03-06,53,False
2017-03-07,78,False
2017-03-08,81,False
2017-03-09,36,False
2017-03-10,29,False
2017-03-11,21,False
2017-03-12,0,False
2017-03-13,77,False
2017-03-14,37,False
2017-03-15,55,False
2017-03-16,84,False
2017-03-17,68,False
2017-03-18,21,False
2017-03-19,21,False
2017-03-20,37,False
2017-03-21,64,False
2017-03-22,100,False
2017-03-23,46,False
2017-03-24,57,False
2017-03-25,0,False
2017-03-26,21,False
2017-03-27,27,False
2017-03-28,18,False
2017-03-29,64,False
2017-03-30,28,False
2017-03-31,0,False
