date,FB stock,isPartial
2012-09-01,40,False
2012-09-02,18,False
2012-09-03,20,False
2012-09-04,52,False
2012-09-05,76,False
2012-09-06,50,False
2012-09-07,49,False
2012-09-08,24,False
2012-09-09,18,False
2012-09-10,44,False
2012-09-11,56,False
2012-09-12,100,False
2012-09-13,67,False
2012-09-14,53,False
2012-09-15,25,False
2012-09-16,16,False
2012-09-17,41,False
2012-09-18,53,False
2012-09-19,47,False
2012-09-20,48,False
2012-09-21,46,False
2012-09-22,21,False
2012-09-23,13,False
2012-09-24,57,False
2012-09-25,48,False
2012-09-26,30,False
2012-09-27,48,False
2012-09-28,44,False
2012-09-29,13,False
2012-09-30,10,False
