date,EA stock,isPartial
2017-05-01,9,False
2017-05-02,19,False
2017-05-03,8,False
2017-05-04,14,False
2017-05-05,14,False
2017-05-06,7,False
2017-05-07,4,False
2017-05-08,14,False
2017-05-09,36,False
2017-05-10,100,False
2017-05-11,46,False
2017-05-12,21,False
2017-05-13,7,False
2017-05-14,8,False
2017-05-15,20,False
2017-05-16,23,False
2017-05-17,22,False
2017-05-18,25,False
2017-05-19,23,False
2017-05-20,7,False
2017-05-21,6,False
2017-05-22,6,False
2017-05-23,13,False
2017-05-24,22,False
2017-05-25,27,False
2017-05-26,17,False
2017-05-27,10,False
2017-05-28,0,False
2017-05-29,16,False
2017-05-30,11,False
2017-05-31,16,False
