date,ATVI stock,isPartial
2015-05-01,100,False
2015-05-02,0,False
2015-05-03,35,False
2015-05-04,30,False
2015-05-05,0,False
2015-05-06,44,False
2015-05-07,45,False
2015-05-08,94,False
2015-05-09,0,False
2015-05-10,36,False
2015-05-11,59,False
2015-05-12,29,False
2015-05-13,30,False
2015-05-14,90,False
2015-05-15,31,False
2015-05-16,0,False
2015-05-17,35,False
2015-05-18,44,False
2015-05-19,29,False
2015-05-20,88,False
2015-05-21,0,False
2015-05-22,31,False
2015-05-23,36,False
2015-05-24,0,False
2015-05-25,0,False
2015-05-26,43,False
2015-05-27,29,False
2015-05-28,59,False
2015-05-29,31,False
2015-05-30,0,False
2015-05-31,0,False
