date,PHG stock,isPartial
2017-01-01,57,False
2017-01-02,48,False
2017-01-03,46,False
2017-01-04,0,False
2017-01-05,46,False
2017-01-06,47,False
2017-01-07,0,False
2017-01-08,50,False
2017-01-09,0,False
2017-01-10,44,False
2017-01-11,0,False
2017-01-12,0,False
2017-01-13,46,False
2017-01-14,0,False
2017-01-15,0,False
2017-01-16,0,False
2017-01-17,0,False
2017-01-18,43,False
2017-01-19,65,False
2017-01-20,0,False
2017-01-21,100,False
2017-01-22,0,False
2017-01-23,43,False
2017-01-24,44,False
2017-01-25,88,False
2017-01-26,43,False
2017-01-27,0,False
2017-01-28,0,False
2017-01-29,0,False
2017-01-30,0,False
2017-01-31,43,False
