date,PEP stock,isPartial
2014-09-01,34,False
2014-09-02,66,False
2014-09-03,66,False
2014-09-04,83,False
2014-09-05,35,False
2014-09-06,0,False
2014-09-07,40,False
2014-09-08,33,False
2014-09-09,96,False
2014-09-10,33,False
2014-09-11,82,False
2014-09-12,34,False
2014-09-13,40,False
2014-09-14,39,False
2014-09-15,65,False
2014-09-16,65,False
2014-09-17,99,False
2014-09-18,0,False
2014-09-19,52,False
2014-09-20,39,False
2014-09-21,96,False
2014-09-22,32,False
2014-09-23,0,False
2014-09-24,99,False
2014-09-25,100,False
2014-09-26,34,False
2014-09-27,40,False
2014-09-28,0,False
2014-09-29,97,False
2014-09-30,32,False
