date,ATVI stock,isPartial
2014-10-01,68,False
2014-10-02,52,False
2014-10-03,37,False
2014-10-04,84,False
2014-10-05,0,False
2014-10-06,68,False
2014-10-07,85,False
2014-10-08,51,False
2014-10-09,34,False
2014-10-10,54,False
2014-10-11,41,False
2014-10-12,40,False
2014-10-13,84,False
2014-10-14,0,False
2014-10-15,34,False
2014-10-16,34,False
2014-10-17,35,False
2014-10-18,41,False
2014-10-19,0,False
2014-10-20,34,False
2014-10-21,50,False
2014-10-22,67,False
2014-10-23,51,False
2014-10-24,35,False
2014-10-25,81,False
2014-10-26,59,False
2014-10-27,99,False
2014-10-28,100,False
2014-10-29,84,False
2014-10-30,68,False
2014-10-31,36,False
